2828	28
41996	86
28995	0
136547	-14
144176	-18
43399	66
167942	24
175615	17
110207	-6
229567	-44
257529	43
253895	37
109349	30
225701	30
75768	79
6611	12
156809	-76
224009	-6
22620	23
203668	0
140520	-34
266947	-29
23136	-5
94803	16
142717	-13
257478	-50
26601	-33
17789	-10
27639	31
1655	81
38202	2
123157	83
213844	108
137203	23
234832	-5
279167	49
84507	13
219446	-2
78506	-58
278114	-63
187756	-7
57968	57
204297	33
102998	31
257013	-75
47885	-34
129276	5
32965	92
103049	-99
47364	25
263259	-64
9608	35
138985	-24
232888	42
148834	24
129250	-33
249005	22
215779	78
252069	4
200649	28
63183	-68
208320	-43
231535	-40
242003	-18
256779	-16
194100	-30
280136	8
139694	-58
36406	47
178886	19
158231	41
143285	11
285075	73
197044	-48
70753	99
146728	-10
181554	-54
280865	-56
8736	-8
260242	-38
27380	15
231885	64
211188	39
144222	16
85421	25
60412	-23
18578	-64
71603	-27
87526	3
108545	-55
272287	29
279589	-7
73116	47
222869	-57
198131	2
18991	78
123480	-54
216074	25
122674	-72
12454	-26
16841	38
220929	-33
83195	-9
44151	28
251569	8
64287	24
216195	1
247897	-41
263595	8
192099	-10
139711	-6
239549	-52
107083	3
242830	-1
102492	-20
147482	23
73912	69
163267	-10
191334	-31
233600	10
49384	11
40122	33
69653	41
163972	66
221972	2
245478	-25
275784	54
107628	39
46102	-14
80157	-44
91710	-52
270734	-25
283331	47
119763	20
238791	39
289330	-51
179621	16
209607	40
252700	-4
237179	35
191818	28
230981	51
133809	-58
18875	8
211053	2
68760	38
93911	73
132774	-12
231470	-27
143792	56
169222	-6
10427	-32
145544	20
109850	-15
157143	8
297202	-39
46175	-37
24851	-42
61509	19
116828	-16
74896	4
196662	-50
133961	14
206570	-38
258883	24
186982	33
230681	3
101116	55
31142	-35
170836	35
6102	15
296609	8
44224	12
271333	-2
100341	91
273334	28
289158	65
34333	-36
269248	3
9727	-103
60002	-51
99538	56
203565	-25
231779	-7
15014	13
79467	-46
238288	62
66875	-20
93701	-27
198485	38
23611	8
204843	47
224762	-6
239041	-8
65126	34
76608	-61
72426	33
165343	-23
172809	7
231948	-46
148481	-23
131233	26
623	-40
4631	50
225101	-10
50829	1
153325	-6
46264	58
229680	9
247407	-35
189508	16
19820	6
74220	-9
35827	-19
49192	-9
236271	5
282245	22
251956	-4
193751	21
16786	7
217544	-24
18122	-60
60522	25
227073	-48
272209	-46
86641	-10
153454	-29
118952	34
271229	75
10137	-8
173399	16
194454	-1
285645	68
69908	-50
296742	104
64027	14
62926	-53
146945	-53
156333	-13
69376	13
295136	77
143546	89
133174	-20
262371	-80
86922	27
189870	30
73370	21
45229	-18
64553	-6
36128	-8
1532	10
78603	-56
70591	66
74545	-7
132440	-68
96030	50
145586	9
63985	-41
6542	14
4222	26
238167	-57
286727	42
290660	19
127928	14
273283	47
201501	-83
77986	7
178636	12
228962	19
145913	-32
177398	-27
148408	26
35603	29
48551	-12
7678	43
194975	38
109246	68
220520	-45
110956	-19
90157	-46
7178	-28
67140	75
297867	-28
210285	-37
277106	36
285458	-14
152200	-53
53338	-34
198258	54
54954	27
70153	58
173475	12
133045	23
37790	61
42648	-59
132598	59
207828	2
158610	74
60739	39
103126	-31
276211	-25
170093	-18
292565	2
22639	-38
159454	4
183163	-39
111045	-7
157215	64
35097	72
35525	11
128167	-46
105693	-96
289630	22
238866	-11
172910	138
48868	-26
285405	18
93367	42
57967	25
179547	-15
89278	8
212376	-50
103484	-6
168002	-24
248909	16
207425	-16
214591	72
215111	-41
252984	16
163241	2
32090	92
155463	-36
265137	63
204933	-15
79788	-67
95414	-50
279274	43
215586	62
125691	-25
133212	14
102035	65
232785	-10
115193	-39
212416	8
23768	-23
74718	-59
165940	-10
31697	46
78988	-76
197676	50
146800	-45
257191	4
266317	-48
147365	70
141451	16
291590	-41
275413	13
35687	12
66011	-51
101593	-3
139511	-32
237820	20
103441	-61
234273	54
195599	-73
198998	-87
184285	-27
244857	-54
173696	8
21720	-34
145896	4
240760	48
268601	22
98752	52
162588	-40
219131	-93
7660	18
83424	-9
122676	-10
67322	14
160144	46
283439	-92
266138	84
42884	-6
110366	-21
25614	54
180421	-30
120555	-42
68175	23
289557	12
276418	-8
260980	37
191297	-44
102904	-5
186438	-10
150699	-57
182789	-2
231265	26
182607	35
121649	39
250750	41
72395	10
247965	-9
230692	-11
37085	19
148444	-1
282410	-35
30784	-41
249606	-14
107726	31
161006	-19
101854	26
152562	-16
273678	50
66574	8
186068	-18
108302	-27
130198	15
235665	36
292465	17
197444	1
58557	-6
63315	-31
27359	5
13394	0
102203	-26
123761	-68
141712	23
183623	-18
198799	-5
255685	-12
280071	-42
85641	44
40654	17
281287	-1
168864	19
283286	-51
56364	-96
107848	-7
63662	76
161519	65
5711	-42
34550	29
83007	109
296967	-21
134692	11
234631	21
216517	42
271860	-5
185718	67
134616	-17
189582	-42
273731	-45
200476	-34
291841	41
108457	3
299917	36
283027	57
117963	-6
104729	-35
201811	52
3466	19
172832	-60
267684	2
62904	19
103535	-39
9268	20
124210	48
24092	-32
81254	16
5354	2
28304	64
150074	-12
181048	-38
86442	12
214997	-24
9075	55
29388	-32
10135	10
216941	-4
275191	58
294472	-36
253663	91
226444	-6
78858	7
52570	82
218687	49
220804	-43
81272	30
232200	-23
244737	-16
266838	-34
179792	67
106367	40
36234	-1
85264	-95
50492	43
49917	-57
53851	98
249915	-81
250894	-39
279686	-38
252163	-68
179824	16
86271	16
142065	-3
297639	-62
149796	77
160701	58
82206	-42
182824	56
179788	8
23121	9
132197	65
34886	20
143790	-18
119539	-22
153619	3
137311	60
89495	-6
266050	-53
74737	-2
153800	24
32804	-5
87499	-24
256786	-67
146362	38
25620	-43
118775	57
152479	-68
104245	-5
235985	68
268833	-25
288122	-29
209673	-24
156077	-54
204893	46
210204	32
4361	-27
105375	75
18582	42
63877	-35
227226	-12
60641	51
196586	-33
134752	-17
19530	4
206788	95
255934	59
270233	17
219443	-47
55823	2
244023	-27
175608	-49
28943	-101
294218	45
158923	-17
12814	-22
142130	44
56367	-22
180326	10
273737	-55
67520	27
155418	-10
60619	46
110986	-48
65725	-37
146640	-15
113684	3
214668	65
176962	68
182833	-88
56300	40
64998	-64
243903	105
76050	-86
82813	30
79393	16
292485	-28
239441	-20
136044	25
16637	-23
280857	62
69443	-36
202759	-16
277892	50
232328	1
74814	25
5528	25
111380	-75
230839	22
8243	44
242817	-8
41888	-31
102104	48
95115	-40
131602	61
179148	-22
273070	60
34775	-33
280936	-12
181451	-75
105067	-38
43219	-38
146221	2
85896	4
163842	33
152823	-19
215361	-59
235014	-6
256949	-45
112507	54
13164	88
111574	31
178537	-20
6418	27
76893	-34
98254	19
279672	-2
55221	66
128506	11
267863	8
203387	-19
192362	-5
145276	-44
131632	-51
142930	62
243740	-51
26478	28
39771	14
119883	-99
297181	24
276187	33
251002	62
284947	32
183106	-116
75830	12
94798	-57
92795	-59
133072	-17
259047	11
70344	-69
276900	-64
195795	13
48492	1
299066	47
229420	22
82524	-12
27215	-9
27629	48
142907	20
161583	-24
122127	31
127655	-79
45633	-32
109294	-31
1975	11
240864	-57
88355	34
56212	-12
272600	-21
