1	40
10	100
100	98
1000	58
10000	68
10001	98
10002	30
10003	19
10004	92
10005	83
10007	69
10008	98
10009	86
1001	33
10010	98
10011	100
10012	70
10013	92
10014	19
10015	93
10016	63
10017	13
10018	86
10019	68
1002	53
10020	64
10021	84
10022	69
10023	84
10024	29
10026	72
10027	91
10028	97
10029	37
1003	74
10031	56
10032	95
10033	79
10034	96
10036	82
10037	14
10038	29
10039	62
1004	42
10040	29
10041	47
10042	69
10043	60
10044	70
10045	91
10046	34
10047	91
10048	99
10049	77
1005	77
10050	94
10051	71
10052	95
10053	87
10054	97
10055	91
10056	21
10057	81
10058	87
10059	83
10060	92
10061	31
10062	27
10063	77
10064	95
10065	36
10066	93
10067	83
10068	82
10069	79
1007	60
10070	99
10071	78
10072	96
10073	70
10074	42
10075	69
10076	99
10077	76
10078	35
10079	95
1008	82
10080	94
10081	79
10083	67
10084	92
10085	66
10086	70
10087	81
10088	94
10089	39
1009	97
10090	100
10091	94
10092	80
10093	70
10095	87
10096	34
10097	86
10098	74
10099	95
101	66
1010	100
10100	68
10101	28
10102	51
10104	97
10105	69
10106	96
10107	81
10108	77
10109	7
10110	56
10111	93
10112	77
10113	39
10114	89
10115	77
10117	70
10118	82
10119	94
1012	97
10120	100
10121	59
10122	93
10123	58
10124	35
10125	95
10126	26
10127	94
10128	83
10129	89
1013	60
10130	100
10131	26
10132	60
10133	76
10134	84
10135	93
10136	75
10137	58
10139	91
1014	2
10140	93
10141	97
10142	19
10143	62
10144	31
10145	67
10146	63
10147	99
10148	78
10149	73
1015	76
10150	95
10151	80
10152	87
10153	93
10154	35
10155	100
10156	94
10157	97
10158	73
10159	85
1016	68
10160	81
10161	91
10162	79
10163	96
10164	84
10165	100
10166	67
10167	90
10168	95
10169	49
1017	79
10170	60
10171	61
10173	95
10174	68
10175	45
10176	78
10177	86
10178	99
10179	77
1018	97
10180	73
10181	84
10182	97
10183	83
10184	93
10185	42
10186	34
10187	71
10188	40
10189	54
1019	69
10190	100
10191	34
10192	96
10193	93
10194	78
10195	98
10196	49
10197	87
10198	68
10199	67
102	100
1020	48
10200	78
10202	100
10203	65
10204	54
10205	18
10206	56
10207	85
10208	87
10209	64
1021	74
10210	75
10211	63
10212	92
10213	63
10214	46
10216	96
10218	87
10219	83
1022	88
10220	85
10221	95
10222	64
10223	78
10224	47
10225	98
10226	73
10227	91
10228	93
10229	89
1023	58
10230	97
10231	100
10232	82
10233	82
10234	81
10235	17
10236	73
10237	42
10238	95
10239	96
1024	97
10240	33
10241	74
10242	19
10243	42
10244	98
10245	10
10246	62
10247	44
10248	3
10249	96
1025	100
10250	43
10253	51
10254	95
10255	71
10256	58
10257	85
10258	95
10259	53
1026	71
10260	96
10261	53
10262	43
10263	89
10265	81
10267	100
10268	11
10269	42
1027	57
10270	62
10271	99
10272	79
10273	100
10276	69
10277	5
10278	94
10279	87
1028	98
10280	81
10281	86
10282	91
10283	98
10284	50
10285	48
10286	71
10287	88
10288	43
10289	98
1029	95
10290	87
10291	74
10292	97
10293	62
10294	100
10295	89
10296	93
10297	98
10298	55
10299	53
103	11
1030	99
10300	21
10301	67
10302	93
10303	100
10304	100
10305	84
10306	94
10308	56
10309	86
1031	82
10310	97
10311	94
10312	60
10313	82
10314	93
10315	98
10316	62
10317	42
10318	99
10319	84
1032	79
10321	90
10322	96
10323	99
10324	94
10325	17
10326	93
10327	96
10328	71
10329	25
1033	96
10330	99
10331	97
10332	91
10333	50
10334	68
10335	64
10337	96
10338	55
10339	84
1034	96
10340	94
10341	89
10342	79
10343	68
10344	93
10345	97
10346	70
10347	83
10348	26
10349	100
1035	73
10350	90
10351	19
10352	57
10353	73
10354	87
10355	21
10356	79
10357	49
10358	97
10359	82
1036	69
10360	73
10361	64
10362	16
10363	77
10364	60
10365	25
10366	87
10367	100
10368	62
10369	45
1037	55
10370	78
10371	86
10372	47
10373	78
10374	35
10375	86
10376	74
10377	54
10378	48
10379	96
1038	11
10380	91
10381	30
10382	97
10383	47
10385	83
10386	44
10387	66
10388	48
10389	59
1039	34
10390	63
10391	32
10392	50
10393	36
10394	62
10395	100
10396	96
10397	92
10398	55
104	98
1040	84
10400	52
10401	98
10402	97
10403	96
10404	77
10405	92
10406	71
10407	86
10408	95
10409	84
1041	88
10410	12
10411	82
10413	38
10414	87
10415	65
10416	83
10417	62
10418	91
10419	98
1042	100
10420	99
10421	6
10422	63
10423	97
10424	86
10425	94
10426	37
10427	57
10428	86
10429	74
1043	99
10431	33
10432	63
10433	59
10434	61
10435	92
10436	97
10437	41
10438	97
10439	72
1044	99
10440	52
10441	81
10443	56
10444	85
10445	90
10446	68
10447	61
10448	97
10449	92
1045	95
10450	55
10451	84
10452	11
10453	36
10454	73
10455	52
10456	60
10457	100
10458	61
10459	91
1046	93
10460	79
10462	70
10463	77
10464	21
10465	49
10466	98
10467	85
10468	97
10469	68
1047	87
10470	99
10471	98
10473	49
10474	89
10475	49
10476	49
10477	24
10478	54
10479	81
1048	82
10480	56
10481	86
10482	99
10483	94
10485	53
10486	96
10487	97
10488	94
10489	83
1049	66
10490	51
10491	61
10492	53
10493	44
10494	100
10495	73
10496	70
10497	33
10498	86
10499	98
105	71
1050	95
10500	82
10501	85
10502	89
10504	92
10505	67
10507	85
10508	90
10509	82
1051	80
10511	79
10512	92
10513	83
10514	93
10515	83
10516	94
10517	79
10518	62
10519	92
1052	97
10520	81
10521	81
10522	88
10523	66
10524	71
10525	94
10526	86
10528	79
10529	87
1053	86
10530	65
10531	83
10532	92
10533	95
10534	65
10535	22
10536	86
10537	73
10538	93
10539	97
1054	48
10540	24
10541	66
10542	84
10543	46
10544	38
10545	93
10546	95
10548	44
10549	75
1055	95
10550	91
10551	83
10552	54
10553	3
10554	71
10555	97
10556	4
10557	61
10558	95
10559	18
1056	65
10560	91
10561	66
10562	87
10563	86
10564	37
10565	60
10566	85
10567	82
10568	12
10569	94
1057	25
10570	99
10571	81
10572	23
10573	62
10574	58
10575	67
10576	72
10577	75
10578	52
10579	99
1058	92
10580	71
10581	77
10582	52
10583	97
10584	88
10585	74
10586	80
10587	86
10588	82
10589	86
1059	92
10590	71
10591	73
10592	96
10593	80
10594	93
10595	89
10596	68
10597	78
10598	98
10599	97
106	68
1060	73
10600	82
10601	94
10602	85
10603	91
10604	97
10605	99
10606	77
10607	23
10608	70
10609	55
1061	76
10610	93
10611	35
10612	27
10613	42
10614	96
10615	80
10616	72
10617	95
10618	92
10619	74
1062	100
10620	83
10621	66
10623	67
10624	53
10625	60
10626	92
10627	84
10628	96
10629	81
1063	68
10630	79
10631	82
10633	99
10635	31
10636	85
10637	93
10638	58
10639	37
1064	64
10640	95
10641	80
10642	76
10643	71
10644	18
10645	99
10646	2
10647	74
10648	94
10649	88
1065	85
10650	98
10651	97
10652	87
10653	91
10655	87
10656	70
10658	79
10659	100
1066	82
10660	7
10661	74
10662	44
10663	79
10664	79
10665	73
10666	99
10667	81
10668	58
10669	81
1067	100
10670	81
10671	68
10672	96
10673	87
10674	10
10675	98
10676	92
10677	61
10678	91
10679	89
1068	34
10680	93
10681	44
10682	94
10683	85
10684	73
10685	81
10688	87
10689	97
1069	91
10690	10
10691	46
10692	82
10693	61
10694	90
10695	100
10696	44
10697	95
10698	85
10699	44
107	86
1070	74
10700	59
10701	75
10702	58
10703	86
10704	55
10705	51
10706	46
10707	23
10709	54
1071	92
10710	28
10711	55
10712	100
10713	81
10714	66
10715	25
10716	89
10717	90
10718	67
10719	100
1072	86
10720	20
10722	63
10723	64
10724	100
10725	68
10726	68
10727	97
10728	51
10729	40
1073	99
10730	70
10731	84
10732	98
10733	81
10734	96
10735	58
10736	91
10737	95
10738	74
10739	98
1074	76
10741	68
10742	51
10743	82
10744	92
10745	89
10746	87
10747	83
10748	48
10749	63
1075	68
10750	33
10751	72
10753	92
10754	90
10755	68
10756	83
10757	79
10758	88
10759	99
1076	90
10760	92
10762	73
10763	90
10764	99
10765	41
10766	96
10767	15
10768	90
10769	35
1077	50
10770	83
10771	46
10772	96
10773	92
10774	97
10775	96
10776	96
10777	91
10778	59
10779	66
1078	90
10780	91
10781	69
10782	24
10783	99
10784	87
10785	19
10786	82
10787	75
10788	100
10789	73
10790	96
10791	77
10792	90
10793	85
10794	100
10795	79
10796	78
10797	16
10798	99
10799	53
108	72
1080	29
10800	50
10802	95
10803	54
10804	86
10805	56
10806	97
10807	100
10808	55
10809	98
1081	96
10810	88
10811	85
10812	53
10813	87
10814	100
10815	66
10816	84
10817	93
10818	92
10819	27
1082	37
10820	27
10821	88
10822	69
10823	59
10824	65
10825	90
10826	96
10827	74
10828	56
10829	92
1083	36
10830	92
10831	93
10832	74
10833	46
10834	91
10835	47
10836	88
10837	88
10838	60
10839	89
1084	95
10840	74
10842	74
10843	91
10844	14
10845	97
10846	76
10847	67
10848	89
10849	99
1085	99
10850	56
10851	50
10852	35
10853	47
10854	86
10855	85
10856	86
10857	56
10858	79
10859	89
1086	87
10860	27
10861	96
10862	93
10863	68
10864	74
10865	82
10866	79
10867	69
10868	74
10869	93
1087	21
10870	66
10871	98
10874	73
10875	82
10876	61
10877	71
10878	53
10879	64
1088	25
10880	96
10881	81
10882	84
10884	82
10885	58
10886	63
10887	100
10888	84
10889	79
1089	63
10890	67
10891	98
10892	51
10893	90
10894	98
10895	42
10896	75
10897	88
10898	38
10899	91
109	83
10900	45
10901	90
10902	67
10903	88
10904	9
10905	51
10906	15
10907	60
10908	51
10909	81
1091	57
10910	85
10911	98
10912	19
10913	96
10914	73
10915	67
10916	39
10917	90
10918	67
10919	51
1092	63
10920	77
10921	99
10922	71
10923	99
10924	99
10925	58
10926	48
10927	91
10928	80
1093	99
10930	72
10931	75
10932	74
10933	88
10934	95
10935	90
10936	36
10937	88
10938	6
10939	98
1094	95
10940	99
10941	88
10942	89
10943	94
10944	88
10945	99
10946	64
10947	67
10948	67
10949	76
1095	94
10950	90
10951	87
10952	72
10953	53
10954	85
10955	99
10956	32
10957	94
10958	73
10959	91
1096	75
10960	89
10961	93
10962	95
10963	69
10965	81
10966	71
10967	93
10968	38
10969	91
1097	80
10970	61
10971	99
10972	97
10973	92
10974	93
10975	29
10976	81
10977	84
10978	52
10979	98
1098	87
10980	86
10981	67
10982	96
10983	88
10984	64
10985	47
10986	93
10987	75
10988	74
10989	68
1099	59
10990	34
10991	61
10992	94
10993	96
10995	75
10996	50
10997	83
10998	60
10999	97
11	38
110	86
1100	16
11000	97
11001	91
11002	60
11003	40
11004	86
11005	80
11006	62
11007	72
11008	95
11009	40
1101	98
11010	97
11011	67
11012	98
11013	98
11014	78
11015	53
11016	75
11017	64
11018	77
11019	88
1102	67
11020	53
11021	81
11022	53
11023	92
11024	36
11025	94
11026	75
11027	91
11028	88
11029	26
1103	8
11030	84
11031	42
11032	99
11033	99
11035	100
11036	55
11037	83
11038	98
11039	75
1104	50
11040	95
11041	89
11042	85
11043	79
11045	98
11046	64
11048	94
11049	30
1105	78
11050	31
11051	57
11053	54
11054	99
11055	52
11056	68
11058	84
11059	87
1106	85
11060	71
11061	94
11062	42
11063	65
11064	89
11065	36
11066	78
11067	86
11068	94
11069	93
1107	35
11070	42
11071	40
11072	42
11073	84
11074	98
11075	91
11076	76
11077	5
11078	95
11079	46
1108	84
11080	77
11081	74
11082	58
11083	96
11084	89
11085	62
11086	97
11087	89
11088	88
11089	96
1109	98
11090	69
11091	62
11092	32
11093	86
11094	78
11095	97
11096	78
11097	39
11098	71
11099	98
111	99
1110	84
11100	93
11101	21
11102	95
11103	57
11104	94
11105	44
11106	92
11107	92
11108	68
11109	79
1111	41
11110	36
11111	96
11112	90
11113	93
11114	100
11115	91
11116	76
11117	58
11118	81
11119	89
1112	83
11120	60
11121	100
11122	10
11123	83
11124	1
11125	37
11126	94
11127	76
11128	93
11129	66
1113	79
11130	82
11131	91
11132	83
11133	95
11134	83
11136	75
11137	58
11138	28
11139	3
1114	52
11140	100
11141	89
11142	89
11143	95
11144	81
11145	84
11146	80
11147	97
11148	96
11149	67
1115	85
11150	33
11151	49
11152	95
11153	24
11154	91
11155	88
11156	9
11157	95
11158	95
11159	84
1116	28
11160	100
11161	81
11162	56
11163	47
11164	66
11166	90
11167	63
11169	74
1117	89
11170	95
11171	96
11172	70
11173	84
11174	70
11175	100
11176	99
11177	91
11178	57
11179	64
1118	60
11180	63
11181	90
11182	87
11183	72
11184	97
11185	77
11186	64
11187	79
11188	77
11189	69
1119	66
11190	27
11192	79
11193	93
11194	90
11195	52
11196	78
11197	92
11199	98
112	98
1120	99
11200	70
11201	60
11202	100
11203	78
11204	93
11205	94
11206	52
11207	71
11208	35
11209	48
1121	96
11210	86
11211	61
11212	98
11213	81
11214	78
11215	72
11216	38
11217	98
11218	93
11219	50
1122	64
11220	41
11221	90
11222	46
11223	99
11224	61
11225	64
11226	52
11227	100
11228	97
11229	85
1123	36
11230	97
11231	87
11232	95
11233	58
11234	88
11235	84
11236	82
